8EADC22D-D80E-47B9-96E8-37AAA69801F1#appfire#Locally Registered#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-10-15#appfire#\N#appfire#2015-10-15#appfire#1#appfire#1#appfire#51000
C67C16FD-FAD4-479C-BD3D-3F14DC053921#appfire#Foreign Registered#appfire#18D01ABF-F632-496A-B379-FC50EDEAB8C0#appfire#2015-10-15#appfire#\N#appfire#2015-10-15#appfire#1#appfire#1#appfire#51000
